,Title,info,Rating,Views,Description,Price
804,Half Girlfriend,"English, Paperback, Bhagat Chetan",4.2,"(58,839)","Summary of the BookThe story of this novel is set in locations such as rural Bihar, New Delhi, Patna, and New York. This is the story of a boy from Bihar who is on a quest to win over the girl he loves. In this book, Chetan Bhagat dives into the sentiments experienced by a backward rural boy who enrols himself at the prestigious English-medium St. Stephen’s College, New Delhi. He then falls in love with a classy English-speaking rich girl from Delhi. He has a major linguistic set back as he doesn't speak English well. The girl does not give in to his attempts but instead agrees to be his ""half girlfriend”.About the AuthorBorn to an Army officer and a government servant, Chetan Bhagat’s destiny to become a writer was far from foreseen. After completing his mechanical engineering from IIT Delhi, Chetan went on to obtain his MBA from the prestigious IIM Ahmedabad. But, it wasn’t until a decade of trying to fit into the corporate way of living when Chetan decided that he needed to dedicate his life to writing. Since then, Chetan has authored several best-selling novels, such as Five Point Someone, The Girl in Room 105 and 2 States, among others. Not only did Chetan’s works inspire some hit films, such as Kai Po Che, 2 States and 3 Idiots, but they also helped him get featured in Forbes India magazine as one of the top celebrities of India (2016). ",₹134
805,All Rights Reserved for You,"English, Paperback, Nagarkar Sudeep",4.4,"(3,505)","Every relationship requires effort but a long-distance relationship requires extra effort Aditya is a writer while the mere thought of reading repels Jasmine. They have absolutely nothing in common. Not even the cities they live in. Yet nothing can stop them from falling head over heels for each other. With distance playing spoilsport, they must forget all conventional logic and give their relationship a real shot through Skype, WhatsApp and Facebook Messenger. But can you trust your partner who's miles away from you? Can a long-distance relationship really work? All Rights Reserved for You is the heart-warming real-life story of a couple who is separated by distance but is never really far apart.",₹177
806,Of Love And Other Demons (Del Amor Y Otros Demonios),"English, Paperback, unknown",4.5,(221)," Of Love and Other Demons, written by the Nobel Prize winning author Gabriel Garcia Marquez, is the story of Sierva Maria and Father Cayetano Delaura – a story where madness and demonic control become beautiful metaphors of love.  Summary of the Book  	Here is another keenly enchanting story written by the master storyteller. Sierva is bitten by a sick dog on her twelfth birthday. She is the only child of a highly respected family in an eighteenth-century South American coastal town. She is sent to a convent to be kept under observation as people believe she is possessed. And Father Cayetano Delaura, who had already seen a girl with long copper hair in his dreams, comes across the cell Sierva is locked up in. He begins to attend to her with holy water and other sacramental oils. But shockingly, he finds himself falling in love with her. Read this soul-stirring story in which Garcia Marques brings out the nuances of the deepest of human emotions.  About Gabriel Garcia Marquez  	Gabriel José de la Concordia García Márquez was a Colombian writer of novels, short-stories, screenplays and journalistic columns. He is best remembered for: One Hundred Years of Solitude, The Autumn of the Patriarch and Love in the Time of Cholera. Marquez won much acclaim for his contribution to Colombian literature, including the 1972 Neustadt International Prize for Literature and the 1982 Nobel Prize in Literature. His works were often based around a fictional village called Macondo and explore the themes of solitude and magic realism.",₹183
808,Lolita,"English, Paperback, Nabokov Vladimir",4.4,"(1,773)"," A controverial novel, Lolita is a literary novel about a man's erotic love for his young step-daughter.  Summary of the Book  	Haunted by the death of a childhood sweetheart, Humbert Humbert has a softspot for young girls. When he meets Dolores Haze, a twelve year old nymphet as he calls her, he begins to feel a strong sexual pull towards her. The novel explores Humbert's obsessive and perhaps doomed feelings for the young girl, feelings which he begins to explore further when he becomes her step-father.  About Vladimir Nabokov  	Vladimir Nabokov was a Russian novelist. He is well known for Pale Fire, The Enchanter, Mary and Transparent Things.  	The current title has often been the topic of movies and great debate about the controversial topics of underage sex and incest.",₹248
811,Kiran SSC English Language Chapterwise Solved Papers 14...,"HARD BOOK, EXPERTS OF PANEL",4.3,(241),Kiran SSC English Language Chapterwise Solved Papers 14000+ Objective Questions,₹499
812,LUCENTS General Knowledge WITH ARIHANT General Knowledg...,"Paperback, MANOHAR PANDEY, LUCENT",4.4,"(2,159)",LUCENTS General Knowledge WITH ARIHANT General Knowledge 2021,₹208
814,Ancient and Medieval India,"English, Paperback, Dahiya Poonam Dalal",4.6,"(14,443)","Combining storytelling and historical analysis, the book Ancient and Medieval India, Second edition by Poonam Dalal Dahiya reveals fascinating legacy covering all important aspects meant for the aspirants of the Union Public Service Commission as well as various state public service examinations. This is the most popular credit-by-examination book that has helped many students targeting UPSC and State-level examinations. The revised second edition has been updated to assimilate latest data, information, questions, figures and maps in all the topics that are been asked in the examinations. This book comes with exclusive chapter-wise practice questions; also, the book is bi -colour with highlighted important contents for the students to focus and includes a detachable chart that gives complete revision at a glance.

Salient Features:

•	Covers the complete UPSC and State Service Examinations Syllabus
•	Written in an easy-to-grasp and extremely lucid and eloquent manner
•	Key points highlighted in boxes
•	Updated questions, facts, pictures, flowcharts and new maps for better clarity
•	A detachable chart for an easy and instant pre-examination revision
•	Numerous chapter-wise practice questions for both Prelims and Mains",₹425
816,The Greatest Secret,"English, Hardcover, Byrne Rhonda",4.6,(132),"New Book by International Bestselling Author Rhonda Byrne. Once you know, freedom is yours. The Greatest Secret, the long-awaited major work by Rhonda Byrne, lays out the next quantum leap in a journey that will take the reader beyond the material world and into the spiritual realm, where all possibilities exist. The book reflects Rhonda's own journey, and shares the most direct way out for those experiencing hardship and the path to end pain and suffering endured by so many, and shines a light on a future without anxiety or fear. Filled with accessible practices that can be immediately put to use and profound revelations that take the reader on an incomparable journey, Rhonda's discovery is reinforced throughout by the revelatory words of sages from around the world, past and present. 'The Secret showed you how to create anything you want to be, do, or have. Nothing has changed - it is as true today as it ever was. This book reveals the greatest discovery a human being can ever make, and shows you the way out of negativity, problems, and what you don't want, to a life of permanent happiness and bliss.' - From The Greatest Secret",₹495
818,The Code of the Extraordinary Mind,"English, Paperback, Lakhiani Vishen",4.6,(645),"A blueprint for retraining the mind to achieve whole-life transformation
What if everything we think we know about how the world worksour ideas of love, education, spirituality, work, happiness, and loveare based on Brules (bullsh*t rules) that get passed from generation to generation and are long past their expiration date?

This book teaches you to think like some of the greatest non-conformist minds of our era, to question, challenge, hack, and create new rules for YOUR life so you can define success on your own terms.

The Code of the Extraordinary Mind, a New York Times bestseller, is a blueprint of laws to break us free from the shackles of an ordinary life. It makes a case that everything we know about the world is shaped by conditioning and habit. And thus, most people live their lives based on limiting rules and outdated beliefs about pretty much everythinglove, work, money, parenting, sex, health, and morewhich they inherit and pass on from generation to generation.

But what if you could remove these outdated ideas and start anew? What would your life look like if you could forget the rules of the past, and redefine what happiness, purpose, and success mean for you?",₹315
821,The Spy,"English, Paperback, Coelho Paulo",4.4,"(1,932)","When Mata Hari arrived in Paris she was penniless. Within months she was the most celebrated woman in the city. As a dancer, she shocked and delighted audiences; as a courtesan, she bewitched the era's richest and most powerful men. But as paranoia consumed a country at war, Mata Hari's lifestyle brought her under suspicion. In 1917, she was arrested in her hotel room on the Champs Elysees, and accused of espionage. Told in Mata Hari's voice through her final letter, The Spy is the unforgettable story of a woman who dared to defy convention and paid the ultimate price.",₹154
822,Godaan,"English, Paperback, Munshi Premchand",4.4,(21)," Godaan is a precious jewel of modern Hindi literature. The book highlights the numerous social and economic conflicts that existed in the Indian society during the British rule. It was the last complete novel written by Munshi Premchand.  Summary Of The Book  Godaan is a story of the Indian society with different characters representing different sections of the society. The story begins with Hori who wants to own a cow, much like other peasants. In order to fulfil his desire, he buys a cow from a cowherd named Bhola, though he would have to borrow the 80 rupees to buy the cow. On the other hand, Hori and his younger brother Heera develop a bitter hatred for one another because Hori cheated his brother of some money. To avenge his hatred, Heera poisons the cows and runs away fearing that the police might arrest him. But Hori clears his brother’s name by taking a loan and bribing the police.  	Further, Bhola’s daughter, Jhunia, is a widow who falls in love with Hori’s son Gobar. They both elope when she becomes pregnant with his child. The upright and righteous Hori agrees to provide them shelter and even accepts Jhunia as Gobar’s wife. But the village panchayat penalises Hori because he is providing shelter to a lower caste girl. From here, one situation leads to the next and Hori is constantly driven to the money lenders. He becomes debt ridden and is forced to undertake a lot of work that finally leads to his death.  	A well written book, this is indeed one of the finest works of Hindi literature. It is a true depiction of Indian peasantry, especially the character of Hori that seems to be unmatched and supreme in terms of creation. Considered as a cult classic till date, Godaan was also adapted to screen in the year 1963, starring Shashikala, Mehmood and Rajkumar. Additionally it was also made into a TV series called Tehreer…Munshi Premchand Ki, directed by Gulzar and produced by Doordarshan. Furthermore, Godaan was also translated into English in 1957.  About Munshi Premchand  	Munshi Premchand was a writer, best remembered for his important contributions to modern Hindi literature.  	Other novels authored by him include Nirmala, Roothi Rani, Seva Sadan, Prema, Gaban, and Kaayakalp.  	The writings of Premchand were completely based on realism. He was responsible for introducing a new form of writing namely fiction with a social cause. His stories were a mirror to the society and depicted excellent use of satire and humour.  	He was christened Dhanpat Rai Srivastav at birth in 1880. He began writing under the pen name of Nawab Rai before he began using the name Premchand. Furthermore, he has also written numerous short stories, film script, essays, biographies and children books. He has also translated important literary works of Leo Tolstoy, Charles Dickens, and Oscar Wilde into Hindi.",₹200
825,Bharat ka rakshak Maharaja Suheldev,"English, Paperback, Tripathi Amish",4.4,(57),"A Forgotten Hero. An Unforgettable Battle.

India, 1025 AD.

Repeated attacks by Mahmud of Ghazni and his barbaric Turkic hordes have weakened India's northern regions. The invaders lay waste to vast swathes of the subcontinent - plundering, killing, raping, pillaging. Many of the old Indian kingdoms, tired and divided, fall to them. Those who do fight, battle with old codes of chivalry, and are unable to stop the savage Turkic army which repeatedly breaks all rules to win. Then the Turks raid and destroy one of the holiest temples in the land: the magnificent Lord Shiva temple at Somnath.

At this most desperate of times, a warrior rises to defend the nation.

King Suheldev.

The ruler of a small kingdom, he sees what must be done for his motherland, and is willing to sacrifice his all for it.

A fierce rebel. A charismatic leader. An inclusive patriot.

Read this blockbuster epic adventure of courage and heroism, a fictional tale based on true events, that recounts the story of that lionhearted warrior and the magnificent Battle of Bahraich. Soon to be made into Major Motion Picture.",₹268
827,Cbse All in One Science Class 9 for 2021 Exam,"English, Paperback, Sharma Heena",4.6,"(1,035)","1.-All in One- Best Selling Series form class 6 th-10 th
2. Covers complete theory, practice and assessment of Science for Class 9
3. The Guide has been divided in 15 chapters giving coverage to the syllabus
4. Each chapter is supported by detailed theory, illustrations, all types of practice question
5. Special focus on New Pattern Objective Questions
6. Every chapter accompanies NCERT Folder, Summary, Exam Practice, Chapter exercises , etc. for quick revision
7. The book is supplemented by Unit Tests Periodic Tests, Activity, Sample Question papers, CBSE Examination Papers 2020.

Arihants All in One is no new name today. One of the Best Selling Series of Arihant helping students with their schools and board exams preparation by providing Complete Theory,Practice and Assessment as per new issued pattern for the excellent academic results.

The Current edition of All in One Mathematics for class 9 th is a self-study guide that has been carefully and consciously revised by providing proper explanation & guidance and strictly following the latest CBSE Syllabus Issued on 31 March 2020. The whole syllabus of the book is divided into 15 Chapters and each chapter is further divided into chapters. To make students completely ready for exams this book is provided with detailed theory & Practice Questions in all chapters. Every chapter in this book carries NCERT Folder, Summary, Exam Practice, Chapter exercises , etc. for quick revision. This book provides varieties of exercises NCERT Folder: It contains all the Questions of NCERT with detailed solutions and Exam Practice: it contains all the miscellaneous questions like MCQs, True and False, Fill in the Blanks, VSA, SA, LA. This book is also supplemented by Experiments, Periodic Tests, Activities, 5 Sample Papers, Statewise NTSE Questions (2018-19) Stage-I, Junior Science Olympiad Chapterwise Questions (2018-14) for the complete preparation. Well explained Answers have been provided to every question that is given in the book. All in One Mathematics for CBSE class 9 has all the material for learning, Understanding, Practice & Assessment and will surely guide the students to the way of Success.

TABLE OF CONTENT

Real Numbers, Polynomials, Pair of Linear Equations Two Variables, Quadratic Equations,Arithmetic Progressions, Unit Test, Triangles, Coordinate Geometry, Introduction to Trigonometry, Some Applications of Trigonometry, Unit Test, Circles, Constructions, Surface Area and Volumes, Unit Test, Statistics, Probability, Experiments, Periodic Tests, Activities, 5 Sample Papers, Statewise NTSE Questions (2018-19) Stage-I, Junior Science Olympiad Chapterwise Questions (2018-14) for the complete preparation",₹350
831,The Girl on the Train,"English, CD-Audio, Hawkins Paula",4.4,"(2,527)","THE NUMBER ONE BESTSELLER. YOU DON'T KNOW HER. BUT SHE KNOWS YOU. Rear Window meets Gone Girl, in this exceptional and startling psychological thriller 'Gripping, enthralling - a top-notch thriller and a compulsive read' S J WATSON, bestselling author of Before I Go To Sleep Rachel catches the same commuter train every morning. She knows it will wait at the same signal each time, overlooking a row of back gardens. She's even started to feel like she knows the people who live in one of the houses. 'Jess and Jason', she calls them. Their life - as she sees it - is perfect. If only Rachel could be that happy. And then she sees something shocking. It's only a minute until the train moves on, but it's enough. Now everything's changed. Now Rachel has a chance to become a part of the lives she's only watched from afar. Now they'll see; she's much more than just the girl on the train...","₹1,390"
832,The Famous Five Collection 1,"English, Paperback, Blyton Enid",4.6,(45),"Julian, Dick, Anne, George and Timmy the dog find excitement and adventure wherever they go in Enid Blyton's most popular series. Five On A Treasure Island A shipwreck off Kirrin Island! But where is the treasure? The Famous Five are searching for clues - but they're not alone ... Someone else has joined the treasure hunt. Five Go Adventuring Again A thief at Kirrin Cottage! Who can it be? The Famous Five think they know - but they need proof! Then they find an old map and an unusual hiding place... Five Run Away Together Who's been on George's Island? And what is locked in the mysterious trunk hidden on Kirrin Island? The Famous Five think they're on the trail of smugglers - until they hear a child scream... This 70th anniversary edition features the Classic editions of the first three Famous Five adventures in one volume and contains the original cover art and inside drawings by Eileen Soper.",₹410
834,Anxious People,"English, Hardcover, Backman Fredrik",4.6,(86),"An instant #1 New York Times bestseller The funny, touching and unpredictable new novel from the 13 million copy internationally bestselling author of A Man Called Ove. 'A brilliant and comforting read' Matt Haig 'Funny, compassionate and wise . . . an absolute joy' A.J. Pearce, bestselling author of Dear Mrs Bird 'I laughed, I sobbed, I recommended it to literally everyone I know' Buzzfeed 'Captures the messy essence of being human. It's clever and affecting, as likely to make you laugh out loud as it is to make you cry' Washington Post ________ In a small town in Sweden it appears to be an ordinary day. But look more closely, and you'll see a mysterious masked figure approaching a bank... Two hours later, chaos has descended. A bungled attempted robbery has developed into a hostage situation - and the offender is refusing to communicate their demands to the police. Within the building, fear quickly turns to irritation for the seven strangers trapped inside. If this is to be their last day on earth, shouldn't it be a bit more dramatic? But as the minutes tick by, they begin to suspect that the criminal mastermind holding them hostage might be more in need of rescuing than they are . . . An Amazon Editors' Pick for BEST OF SEPTEMBER Readers are loving Anxious People! 'Backman never disappoints . . . heartwarming and multi layered' 5***** Reader Review 'As always Backman manages to delight . . . a really satisfying ending that makes you feel better about the world' 5***** Reader Review 'A wonderfully unusual tale, told with flair and finesse that is so wonderful it is sure to cure everything that ails you. Don't miss out on this beautiful book' 5***** Reader Review 'This novel is about humanity at its most raw and at its most wonderful and I LOVED it!' 5***** Reader Review",₹538
836,Loom Of Time,"English, Paperback, Kalidasa",4.5,(277)," 	Kalidasa is the greatest poet and playwright in classical Sanskrit literature and one of the greatest in world literature. Kalidasa is said to have lived and composed his work at the close of the first millennium BC though his dates have not been conclusively established. In all, seven of his works have survived: three plays, three long poems and an incomplete epic. Of these, this volume offers, in a brilliant new translation, his two most famous works""the play Sakuntala, a beautiful blend of romance and fairy tale with elements of comedy; and Meghadutam (The Cloud Messenger), the many-layered poem of longing and separation. Also included is Rtusamharam (The Gathering of the Seasons), a much-neglected poem that celebrates the fulfillment of love and deserves to be known better. Taken together, these works provide a window to the remarkable world and work of a poet of whom it was said: -Once, when poets were counted, Kalidasa occupied the little finger; the ring finger remains unnamed true to its name; for his second has not been found.'",₹288
837,When Only Love Remains,"English, Paperback, Datta Durjoy",4.3,"(4,013)"," A heart-stopping love story from the hottest selling romance writer!  THE BOOK  	I’ve imagined this in my head so many times.  	I’ve always thought about what I would say;  	what I would do, and how it would all turn out to be.  	And every time I would remove some detail …  	She’s a flight attendant—young, bright and living her dream. He’s a heartbroken singer on his way to becoming big.  	She’s an ardent fan of his. He can’t imagine why and yet seems to find comfort in her words.  	It’s the first time they are together and in their hearts both are wishing, hoping and praying that the night would never end. That the time they 	are spending together lasts and lasts …  	In the world of imperfection, there is always someone just right for you.  THE AUTHOR  	Durjoy Datta was born in New Delhi, India, and completed a degree in engineering and business management before embarking on a writing 	career. His first book—Of Course I Love You!—was published when he was twenty-one years old and was an instant bestseller. His successive 	novels—Now That You’re Rich!; She Broke Up, I Didn’t!; Ohh Yes, I Am Single!; If It’s Not Forever; Till the Last Breath; Someone Like You; Hold 	My Hand—have also found prominence on various bestseller lists, making him one of the highest-selling authors in India.  	Durjoy also has to his credit two television shows, Sadda Haq (Channel V) and Veera (Star Plus), both of which have done exceedingly well on 	Indian television.   	Durjoy lives in New Delhi, loves dogs and is an active Crossfitter. For more updates, you can follow him on Facebook (www.facebook.com/durjoydatta1) or Twitter (@durjoydatta).",₹171
838,IF TOMORROW COMES,"English, Paperback, Sidney Sheldon",4.5,"(1,816)"," If Tomorrow Comes is the story of a young woman who is framed for a crime she never committed, and her quest to reclaim her shattered life, while she hits back at those who were responsible for her ordeal.  Summary Of The Book  	Tracy Whitney, the protagonist of If Tomorrow Comes, is young, intelligent, beautiful and also very naive and trusting. She is a computer operator at a large bank, and she is engaged to be married to the very eligible Charles Stanhope III.  	Her whole life is turned upside down, when her mother commits suicide. A man belonging to the New Orleans Mafia has tricked Doris Whitney, her mother, into handing over her husband’s business to him. After stripping it of all assets, he returned the company to the woman, leaving her bankrupt.  	Shattered by her mother’s death and the cause of it, Tracy, in a blind fury, decides to confront the man responsible. But, her encounter with Joe Romano ends in disaster. Tracy is accused of having stolen a valuable painting belonging to him.  	Tracy is further tricked by her own defense lawyer into pleading guilty. The judge, who is also in the pay of the Mafia, sentences her to fifteen years in prison. Prison life exposes her to more horrors. But, she gains the protection of a fellow prisoner, Ernestine Littlechap, and life becomes better for her. Tracy gets out long before her prison term is over. But, she has to face further challenges as she can never get back to her old life with a prison record. Her experiences have hardened her and sharpened her wits. Her path in life changes, but she becomes highly successful at what she does.  	She has also not forgotten the people who sent her to prison. She had made a promise to herself, in her most hopeless hours, that she would not let these people get away unpunished.  If Tomorrow Comes was published in 1985, and a three part mini series was released in 1986.  About Sidney Sheldon  	Sidney Sheldon was an American author who wrote novels in the crime, thriller fiction genre. He is also the author of other novels like Rage of Angels, Are You Afraid Of The Dark, Tell Me Your Dreams, Master of the Game, The Other Side of Midnight, and The Naked Face.  	Sidney Sheldon was born to Russian Jewish parents in 1917 in Chicago. He enlisted in the military during World War II, but did not see any active service. After the war, he moved to New York and worked on writing scripts for Broadway musicals. He wrote his first novel in 1969 called The Naked Face, which became a bestseller and was nominated for the Edgar Allan Poe Award. His subsequent novels also found themselves in the bestseller lists and many of them were adapted into movies. He has also won the Academy Award for Original Screenplay for the 1947 movie, The Bachelor and the Bobby-Soxer.",₹240
920,Cbse All in One English Language & Literature Class 9 f...,"English, Paperback, Singh Gajendra",4.6,(729),"1. �All in One� - Best Selling Series form class 6 th -10 th
2. Covers complete theory, practice and assessment of English Language & Literature for Class 10
3. The Guide has been divided in 3 Parts giving full coverage to the syllabus
4. Each chapter is supported by detailed theory, illustrations, all types of questions
5. Special focus on New Pattern Objective Questions
6. Every chapter accompanies Summary, NCERT Folder, Exam Practice and Self Assessment for quick revision
7. The book is supplemented by Assessment of Speaking & Listening Skills, 5 Sample Questions,Latest CBSE Sample Paper, CBSE Solved Paper 2020.

Arihant�s All in One� is no new name today. One of the Best Selling Series of Arihant helping students with their schools and board exams preparation by providing Complete Theory,Practice and Assessment as per new issued pattern for the excellent academic results.

The Current edition of All in One English Language & Literature� for class 9 th is a self � study guide that has been carefully and consciously revised by providing proper explanation guidance and strictly following the latest CBSE Syllabus Issued on 31 March 2020. The whole syllabus of the book is divided into 3 Parts namely; Reading, Writing and Grammar, Literature Textbooks & Supplementary Reading Text and each chapter is further divided into topic. Each topic of the chapter is well supported by detailed summary & practice Questions in an easy to understand manner, following the CBSE Pattern. Every chapter of this book carries Summary of the chapter, NCERT Folder, Exam Practice and Self Assessment at the end for quick revision.NCERT Folder: It contains all the Questions of NCERT with detailed solutions and Exam Practice: it contains all the Chapters of each section in examination format with all the questions and other important questions. This book is supplemented by Assessment of Speaking & Listening Skills, 5 Sample Questions for thorough practice. Well explained Answers have been provided to every question that is given in the book. All in One English Language and Literature for CBSE class 9 has all the material for learning, Understanding, Practice Assessment and will surely guide the students to the way of Success.

TABLE OF CONTENT

Reading, Writing and Grammar, Literature Textbooks & Supplementary Reading Text : Prose,Poetry, Supplementary, Assessment of Speaking & Listening Skills, 5 Sample Questions.",₹300
921,How to Win Friends & Influence People - The First and S...,"English, Paperback, Carnegie Dale",4.5,"(8,403)"," How to Win Friends & Influence People is a classic self-help book by Dale Carnegie.  Summary of the Book  	Dale Carnegie discusses how to increase improve one’s popularity by winning them over through simple changes in one’s actions. He teaches readers how to impress people with his world-famous techniques which can help readers learn how to sell ideas and products by controlling their audience’s emotions effectively. This book is a classic work on people skills, and it lays the foundation for the Dale Carnegie Course.  About Dale Carnegie  	Dale Breckenridge Carnegie was an American writer, self-improvement course developer and lecturer, corporate trainer and public speaker. He is best remembered for his books: How to Win Friends and Influence People, How to Stop Worrying and Start Living and Lincoln the Unknown. 	Struggling through poverty in his childhood, Carnegie studied at the State Teacher's College in Warrensburg. He worked in various sales jobs until he quit to become a lecturer but became an actor instead and not a very successful one at that. He then began developing, what is now called, the Dale Carnegie Course by asking people at the YMCA to speak on what makes them angry. His course remains one of the foremost modules on self-improvement and is used as a corporate training program even today.",₹95
922,How to Stop Worrying and Start Living,"English, Paperback, Dale Carnegie",4.4,(753),"How to Stop Worrying and Start Living deals with fundamental emotions and ideas. It is fascinating to read and easy to apply. Let it change and improve you. There's no need to live with worry and anxiety that keep you from enjoying a full, active and happy life.",₹105
924,The Best Couple Ever,"English, Paperback, Chakraborty Novoneel",4.5,"(2,618)","Do you flaunt your happy moments in the form of filtered photographs on Facebook, Instagram, etc.? Do you and your partner set relationship goals for others on social media? Do you make people jealous of the perfect life you are living? Do you portray yourself as a forever-happy person to your social media followers? Do you think you are a cyber-world aspiration? If no, then chill. If yes, then congrats! You are their next target.",₹136
927,The Wind-Up Bird Chronicle,"English, Paperback, Murakami Haruki",4.6,(347)," The Wind-Up Bird Chronicle is a contemporary novel by Haruki Murakami.  Summary of the Book  	In a Tokyo suburb, Toru Okada searches for his wife’s lost cat. However, the hunt turns nightmarish as he begins searching for his wife in the underworld below the calm surface of Tokyo. Soon, both of his searches lead him towards unlikely allies: a psychic prostitute, an evil politician who is praised by the media, a sixteen year old girl who is oddly morbid yet cheerfully so and an old war veteran who is scarred by his experiences in the Manchuria campaign. This collection brings together: The Thieving Magpie, Bird as Prophet and The Birdcatcher.  About Haruki Murakami  	Haruki Murakami is a Japanese novelist, best known for writing 1Q84, A Wild Sheep Chase, and Norwegian Wood.  	Murakami-san won the Yomiuri Literary Award for this title from the well-known critic Kenzaburo Oe.",₹534
930,The Guide,"English, Paperback, Narayan R. K.",4.5,"(1,285)"," An Indian novel in English,The Guide explains the change in the character of Raju, the protagonist, from a tourist guide to a spiritual guide, and then how he becomes a deity God of India.  Summary Of The Book  The Guide, set in Malgudi, the fictitious town in South India, begins as a comedic look into the life of a rogue, but evolves into something quite different. This is the story of Raju, an ordinary middle class man in South India, who vicariously rose to the height of fame, had a plunging fall, then again rose up like the phoenix to become a swamiji, a demi-god.  	In the middle of the story is a flashback to Raju's life prior to being incarcerated. He is a tourist guide and he cheats his customers. Then comes his love affair with a dancer Rosie, who is married to Marco. Marco ridicules her dancing constantly. Rosie falls in love with Raju because he supports her passion and they live together, after which she becomes a star. Raju lives on her money and gets involved in a crime that leads to his imprisonment.  	One could empathise with Rosie whose passion is dancing, and who has the misfortune of falling in love with men who do not appreciate her. Despite leaving Marco for Raju and becoming famous, she still keeps the picture of her husband Marco in her wallet.  	Thus one can see that Raju, the central character in this novel, is a guide in several respects, a tourist guide, a guide to his lover's new career as a dancer, a guide to the inmates in the prison where he serves, and finally and most significantly, a spiritual guide.  	The use of shifting timeline as the scenes are presented back and forth makes up for the simple story. Narayan has superstitious beliefs and art as his side dishes.  	A 1958 novel, The Guide received the Sahitya Akademi Award in 1960. The movie Guide took its adaptations from the novel and got released in 1965.  About R.K.Narayan  	Rasipuram Krishnaswami Iyer Narayanaswami is an Indian English author and a well-known novelist who belongs to the trio of Mulk Raj Anand and Raja Rao.  	His works include My Days, Swami and Friends, The Dark Room, Mr. Sampath, The English Teacher, The Vendor of Sweets, Waiting for The Mahatma, My Dateless Diary, and Malgudi Days.  	Narayan is a perfectionist while writing. With the simple presentation, a soul-stirring narration, and humour, a reader can find himself/herself transported to his fictional world.  	Born in Madras in the year 1906, R. K. Narayan had the nickname Kunjappa. His father was a school headmaster and Narayan studied there for a period of time. Narayan studied in different number of schools in Madras, including the Lutheran Mission School, Christian College High School, and l. C.R.C. High School. He received many awards including the Padma Vibhushan.",₹269
931,The PILGRIMAGE,"English, Paperback, Paulo Coelho",4.5,(781),"On a legendary road across Spain, travelled by pilgrims of San Tiago, we find Paulo Coelho on a contemporary quest for ancient wisdom. This journey becomes a truly initiatory experience, and Paulo is transformed forever as he learns to understand the nature of truth through the simplicity of life. The Piligrimage has a very important place in the work of Paulo Coelho, not just because it is the first of his major books, after which came the Alchemist, but because of the complete way in which it expresses the humanity of Paulo's philosophy and the depth of his search.",₹240
932,For One More Day,"English, Paperback, Albom Mitch",4.5,(347)," For One More Day is a philosophical novel written by Mitch Albom. It is the story of a mother and a son - a haunting tale of family, love and the chances we miss.  Summary of the Book  	This title delves into the question: what would you do if you get a chance to spend one more day with a lost, loved family member? Charley “Chick” Benetto was always told by his father, “You can be a mama’s boy or a daddy’s boy, but you can’t be both” since he was a child. And when he chooses his father, he will have to see the man gone just when he is on the verge of adolescence. Several years after that, Charley grows up to be a broken man. He becomes an alcoholic, filled with regret. He even loses his job and abandons his own family. One day, he decides to kill himself and takes a midnight ride to his laidback hometown. But he fails to do what he was set out for and goes back to his old house, only to make a startling discovery. His mother, whom he had thought was dead eight years earlier, is found to be living there! She is ecstatic to welcome him home as if nothing bad had ever happened.  About Mitch Albom  	Mitch Albom was born in New Jersey, U.S. He is a famous author, dramatist, screenwriter, journalist, musician, and radio and television broadcaster. He studied at the Columbia University Graduate School of Journalism. Mitch has worked with Queens Tribune, SPORT, GEO, Sports Illustrated and The Philadelphia Inquirer. Some of his notable works are The Five People You Meet in Heaven, Tuesdays with Morrie, Have a Little Faith: A True Story, and The Time Keeper.",₹227
934,Fast Track Objective Arithmetic,"English, Paperback, Verma Rajesh",4.5,"(25,233)","Here comes the Best Seller! Since its first edition in 2012, Fast Track
Objective Arithmetic has been great architect for building and enhancing
Aptitude skills in lakhs of aspirant across the country.
The first book of its kind has all the necessary elements required to master
the concepts of Arithmetic through Level Graded Exercises, namely Base
Level & Higher Skill Level. Comprehensively covering the syllabus of almost
all competitive examinations like, RBI, SBI, IBPS PO, SSC, LIC, CDS, UPSC,
Management and all other Entrance Recruitment and Aptitude Test, the
books has perfect compilation of Basic Concepts & Short Tricks to solve
different types of Arithmetical problems.
Unlike before, this completely revised 2018 edition promises to be more
beneficial than the older ones. With up to date coverage of all exam
questions, new types of questions and tricks, the thoroughly checked error
free edition will ensure Complete Command over the subject and help you
succeed in the examinations.",₹280
935,Mathematics Textbook for Class XI,"English, Paperback, unknown",4.2,"(1,515)"," Mathematics Textbook for Class XI is a textbook for mathematics for class XI students. Published by NCERT, this book is designed to make mathematics enjoyable for students. The book focuses on the fact that this subject is more than just calculations and formulas, and makes it real fun to learn mathematics. It teaches students to pose as well as solve problems without any hassle. The book is written and formatted in such a manner that students can understand the fundamentals of mathematics without any difficulty. One chapter of the book is devoted to mathematical reasoning that covers various related issues. Finally, it has two appendices that discuss infinite series and mathematical modeling.",₹189
